Video_ID,Action_description,POV,Gender,V_M_Tot,V_SD_Tot,A_M_Tot,A_SD_Tot,V_M_Fem,V_SD_Fem,V_M_Mal,V_SD_Mal,A_M_Fem,A_SD_Fem,A_M_Mal,A_SD_Mal
3_F_050,Folding a sheet of paper,3,F,4.982758620689655,0.8883530851366197,2.357142857142857,1.9204977709728506,4.90625,1.0582814736256865,5.076923076923077,0.6275716324421878,2.4642857142857144,1.9337574794730568,2.25,1.9364916731037085
3_M_050,Folding a sheet of paper,3,M,4.55,1.3577885489242214,1.8412698412698412,1.4723949023926666,4.333333333333333,1.3904435743076142,4.7894736842105265,1.3156725094212398,1.6875,0.9979818344716921,2,1.8439088914585775
1_F_051,Folding a t-shirt,1,F,4.884615384615385,1.9768646809575756,2.3934426229508197,1.9517401511180577,4.384615384615385,1.981452458716546,5.384615384615385,1.877805593280052,3.032258064516129,2.35915056701548,1.7333333333333334,1.112106833535071
1_M_051,Folding a t-shirt,1,M,6.068965517241379,1.473295255904525,2.392857142857143,1.8942839513419543,5.96875,1.0620848334989004,6.1923076923076925,1.8765762605176646,2.7142857142857144,1.940926522874003,2.0714285714285716,1.8242922814182843
3_F_051,Folding a t-shirt,3,F,5.1,2.204889671058046,2.3333333333333335,2.0399240972596617,5.238095238095238,2.0470652628766364,4.947368421052632,2.414624061158413,2.46875,2.1248814008649837,2.193548387096774,1.9734800875392635
3_M_051,Folding a t-shirt,3,M,4.180327868852459,1.7176359404843964,2.811320754716981,2.2192913263678853,4.225806451612903,1.7834363350818894,4.133333333333334,1.6760654528683692,2.3846153846153846,1.6988684016585411,3.2222222222222223,2.5919005995502062
1_F_052,Putting down a pair of glasses,1,F,5.491803278688525,1.259933210130232,1.849056603773585,1.9254992001585771,5.548387096774194,1.312471197840657,5.433333333333334,1.2228664272317624,2.076923076923077,2.133974262695348,1.6296296296296295,1.713030336705376
1_M_052,Putting down a pair of glasses,1,M,5.269230769230769,1.7048418317226834,1.901639344262295,1.7098237534200895,5.269230769230769,1.801281595035986,5.269230769230769,1.6384795954223494,2.225806451612903,1.9951554228406172,1.5666666666666667,1.304721752165845
3_F_052,Putting down a pair of glasses,3,F,5.327586206896552,1.5146991020103546,2.732142857142857,2.1699691780682584,5.1875,1.490561704039248,5.5,1.5556349186104046,2.3214285714285716,1.9061998540546277,3.142857142857143,2.368219924007399
3_M_052,Putting down a pair of glasses,3,M,5.825,1.7958284996067977,2.142857142857143,1.9164579462925437,5.476190476190476,1.691716513457488,6.2105263157894735,1.8731716231633875,2.28125,2.082714961991493,2,1.7511900715418263
1_F_053,Putting a pen back in its case,1,F,5.230769230769231,1.6641005886756877,1.7049180327868851,1.3459106247578498,4.846153846153846,1.541228281399162,5.615384615384615,1.7222525500500347,2,1.6733200530681511,1.4,0.8136762043449726
1_M_053,Putting a pen back in its case,1,M,5.620689655172414,0.9702158596297376,2.1964285714285716,1.5888205214405589,5.625,0.8706690049203728,5.615384615384615,1.098250356773831,2.607142857142857,1.8922705490198357,1.7857142857142858,1.1007452982594164
3_F_053,Putting a pen back in its case,3,F,5.025,1.2086759019263338,2.2698412698412698,1.8334380643176045,5,1.0488088481701516,5.052631578947368,1.3933845369589326,2.125,1.7180258738522556,2.4193548387096775,1.962552649797148
3_M_053,Putting a pen back in its case,3,M,5.655737704918033,1.4246080853067313,2.1132075471698113,2.10000345566099,5.387096774193548,1.3583671412113079,5.933333333333334,1.4605934866804418,2.3461538461538463,2.3990382688453753,1.8888888888888888,1.7831116564834575
1_F_054,Writing on a blackboard,1,F,5.2,1.8701432825951865,2.6984126984126986,2.2549938890906445,5.476190476190476,1.8060744065250356,4.894736842105263,1.9406395521438362,2.9375,2.368305505576072,2.4516129032258065,2.1422528589846617
1_M_054,Writing on a blackboard,1,M,4.442622950819672,1.4085996611757658,2.8867924528301887,2.3093487040429865,4.193548387096774,1.6617130686675863,4.7,1.0553639672872455,3,2.078460969082653,2.7777777777777777,2.5469942063498077
3_F_054,Writing on a blackboard,3,F,4.730769230769231,1.3736367161860155,2.0491803278688523,1.6675953696685208,4.653846153846154,1.440619524851935,4.8076923076923075,1.3272296189953199,2.2580645161290325,1.6726773336078873,1.8333333333333333,1.6626388110747186
3_M_054,Writing on a blackboard,3,M,5.5344827586206895,1.2734194502161287,3.6964285714285716,2.5364229849221833,5.71875,1.1704527659924406,5.3076923076923075,1.378962820941327,4.214285714285714,2.7400614058696764,3.1785714285714284,2.24521831700289
1_F_055,Flipping through the pages of a notebook,1,F,4.80327868852459,1.6002049049121545,1.9433962264150944,1.7143634649587836,5.129032258064516,1.3842431261371917,4.466666666666667,1.7564331673207405,2.076923076923077,1.9374844912530664,1.8148148148148149,1.4945294355141465
1_M_055,Flipping through the pages of a notebook,1,M,4.711538461538462,1.8293525958820327,1.6885245901639345,1.396913068239602,4.961538461538462,2.10676565817405,4.461538461538462,1.5028178660308567,2,1.7320508075688772,1.3666666666666667,0.8502873077655143
3_F_055,Flipping through the pages of a notebook,3,F,4.948275862068965,1.3168598187408398,2.5357142857142856,1.8777577122658893,4.78125,1.4752665150143482,5.153846153846154,1.0841515647660223,2.357142857142857,1.660305320299178,2.7142857142857144,2.0880106225276633
3_M_055,Flipping through the pages of a notebook,3,M,4.95,1.920870529146509,2.3492063492063493,1.9769537511415347,5.142857142857143,1.5901482410679286,4.7368421052631575,2.2568932742737275,2.28125,1.8877256327433096,2.4193548387096775,2.094026321840091
1_F_056,Setting the hands of the clock,1,F,5,1.5210935178995664,1.5901639344262295,1.0388623453940353,4.769230769230769,1.607673904937001,5.230769230769231,1.4228898005873067,1.6129032258064515,1.2021486140750572,1.5666666666666667,0.8583598366625748
1_M_056,Setting the hands of the clock,1,M,4.844827586206897,1.373964990206581,2.482142857142857,1.9446062600160234,4.71875,1.528954418190165,5,1.1661903789690602,2.2142857142857144,1.5719094983170854,2.75,2.254624876411447
3_F_056,Setting the hands of the clock,3,F,5,1.086041978694737,2.1587301587301586,1.8246197059038236,4.857142857142857,0.5732115042211101,5.157894736842105,1.4629938062729395,2.40625,2.2555934059362794,1.903225806451613,1.2207876886032072
3_M_056,Setting the hands of the clock,3,M,5.049180327868853,1.3469252578644528,1.8113207547169812,1.4285092252681966,4.870967741935484,1.2039361966447384,5.233333333333333,1.4781939897267773,1.9230769230769231,1.5980757659905096,1.7037037037037037,1.265361450787719
1_F_057,Highlighting a written passage,1,F,5.081967213114754,1.40588147873156,3.6226415094339623,2.683470880253205,4.645161290322581,1.450250256490794,5.533333333333333,1.2242755305537414,3.6923076923076925,2.3961507593510185,3.5555555555555554,2.9785558366085523
1_M_057,Highlighting a written passage,1,M,4.711538461538462,1.612895805947999,2.4918032786885247,1.9716570934087578,4.653846153846154,1.6956959088777133,4.769230769230769,1.5571176527852304,3,2.3380903889000244,1.9666666666666666,1.3514572807192966
3_F_057,Highlighting a written passage,3,F,5.5344827586206895,1.6027992754058067,3.5357142857142856,2.5006492663399946,5.59375,1.5628628610919912,5.461538461538462,1.6788274296250756,3.892857142857143,2.67137481201036,3.1785714285714284,2.310260069191689
3_M_057,Highlighting a written passage,3,M,5.275,1.432005944694722,2.9047619047619047,2.241214285751003,5.428571428571429,0.9258200997725506,5.105263157894737,1.8527678046673026,3.1875,2.4155076939134017,2.6129032258064515,2.044136645054805
1_F_058,Stapling together sheets of paper,1,F,4.9,1.4815099712360345,2.253968253968254,1.7957679098571477,5.095238095238095,1.5781242633190178,4.684210526315789,1.3764944032233706,2.125,1.6214290789499601,2.3870967741935485,1.9778341581106458
1_M_058,Stapling together sheets of paper,1,M,4.688524590163935,1.4322590967484126,2.1320754716981134,1.5937104245349618,4.580645161290323,1.4554310598212723,4.8,1.4239333576037012,2,1.131370849898476,2.259259259259259,1.9531550923607717
3_F_058,Stapling together sheets of paper,3,F,4.576923076923077,1.6371442597706989,1.9836065573770492,1.8026998574239372,4.3076923076923075,1.7611185256928228,4.846153846153846,1.488416815070501,2.064516129032258,1.8062019796794182,1.9,1.826056614297785
3_M_058,Stapling together sheets of paper,3,M,5.672413793103448,1.1453633612439758,2.107142857142857,1.6588996509578426,5.71875,1.1425600852415145,5.615384615384615,1.1688258408136978,2.5714285714285716,2.044478950709491,1.6428571428571428,0.9893613995077729
1_F_059,Cutting a sheet of paper,1,F,5.137931034482759,0.9990921468850267,2.1964285714285716,1.741677799835997,5.15625,1.0506334494776426,5.115384615384615,0.9519211344191532,2.357142857142857,1.9093199432003651,2.0357142857142856,1.57485197087178
1_M_059,Cutting a sheet of paper,1,M,4.925,1.3660254906207425,2.2222222222222223,1.8267231762705631,4.857142857142857,1.5259657363687522,5,1.2018504251546631,2.28125,1.8180878824707833,2.161290322580645,1.86363040315667
3_F_059,Cutting a sheet of paper,3,F,4.737704918032787,1.3650596976477174,2.0754716981132075,1.6390552696807437,4.806451612903226,1.2759141778533982,4.666666666666667,1.47000664632167,2.423076923076923,1.9426389664181436,1.7407407407407407,1.2276491791723347
3_M_059,Cutting a sheet of paper,3,M,4.596153846153846,1.3613663174829445,1.901639344262295,1.6603706216061809,4.346153846153846,1.4951202678663058,4.846153846153846,1.1896993802573044,2,1.7320508075688772,1.8,1.6060231457944765
1_F_060,Using the compass,1,F,5.5576923076923075,1.8408593638805566,2.4262295081967213,1.8207966790523558,5.346153846153846,1.8749358963400895,5.769230769230769,1.8178601113989452,2.774193548387097,2.0282944792666706,2.066666666666667,1.5297809925141153
1_M_060,Using the compass,1,M,5.913793103448276,1.3414378611736737,3.3392857142857144,2.345415533753886,5.84375,1.2210353882483664,6,1.4966629547095767,3.5357142857142856,2.5163486606610346,3.142857142857143,2.189440749061457
3_F_060,Using the compass,3,F,5.225,1.6868647902285525,2.7936507936507935,1.9189944456771317,4.857142857142857,1.7113069358158484,5.631578947368421,1.6059101370939326,2.9375,2.046830752415123,2.6451612903225805,1.7990439515990002
3_M_060,Using the compass,3,M,5.475409836065574,1.2728780692725334,2.2830188679245285,1.843672740134235,5.387096774193548,1.3826886695815686,5.566666666666666,1.1651056880677462,2.3076923076923075,1.7150913857688348,2.259259259259259,1.9921498358961278
1_F_061, Hugging someone,1,F,7.155172413793103,1.6200684860759818,4.928571428571429,2.2470760221564934,7.65625,1.1807426585867267,6.538461538461538,1.8810798862519218,4.857142857142857,1.9760470401187076,5,2.5239592648001214
1_M_061, Hugging someone,1,M,7.35,1.7621373967793212,5.26984126984127,2.404339820906845,7.333333333333333,1.798147194568158,7.368421052631579,1.7704527454797003,5.8125,2.5328487085977245,4.709677419354839,2.1632313543569763
3_F_061, Hugging someone,3,F,7.491803278688525,1.3493572645235217,4.754716981132075,2.786683032245701,7.580645161290323,1.6487205857550489,7.4,0.9684683962230054,4.730769230769231,2.5699446267605426,4.777777777777778,3.029766852331575
3_M_061, Hugging someone,3,M,7.230769230769231,1.8536173919925958,4.426229508196721,2.572022656674721,7.1923076923076925,2.0979843806707565,7.269230769230769,1.6138820851026823,4.903225806451613,2.637610518501894,3.933333333333333,2.448551061107482
1_F_062,Caressing someone,1,F,6.4,2.4889499382012072,4.619047619047619,2.4258591522856623,6.571428571428571,2.3145502494313783,6.2105263157894735,2.719864117692913,5.34375,2.17921819363823,3.870967741935484,2.473080878632574
1_M_062,Caressing someone,1,M,6.524590163934426,2.118226910862395,4,2.7103789119150568,6.870967741935484,1.9956942899464165,6.166666666666667,2.2141135586447946,3.769230769230769,2.657934420676211,4.222222222222222,2.791929761808451
3_F_062,Caressing someone,3,F,6.788461538461538,1.6250072514051004,5.032786885245901,2.265444865177361,6.538461538461538,1.964296703265966,7.038461538461538,1.1825656592602132,5.354838709677419,2.106314112326304,4.7,2.4090347186917143
3_M_062,Caressing someone,3,M,7.275862068965517,1.4116445982857466,5.339285714285714,2.329859814076107,7.59375,1.1600716051314497,6.884615384615385,1.6081523081331095,5.035714285714286,2.3801982932822874,5.642857142857143,2.2805828643261794
1_F_063,Watering a plant,1,F,5.9655172413793105,1.3632458330953758,2.357142857142857,1.8725633517970777,6.0625,1.4577379737113252,5.846153846153846,1.2551432648843774,3,2.0548046676563256,1.7142857142857142,1.4364860122855576
1_M_063,Watering a plant,1,M,5.75,1.3155870289605438,2.4761904761904763,1.9164579462925437,5.571428571428571,1.3989792196965813,5.947368421052632,1.2235505806429954,2.59375,1.9815174211504123,2.3548387096774195,1.8716906278687224
3_F_063,Watering a plant,3,F,6.147540983606557,1.424032602316047,1.830188679245283,1.4106170097978097,6.225806451612903,1.5643886435144534,6.066666666666666,1.2847469449832034,1.8461538461538463,1.4612955263685081,1.8148148148148149,1.387777332977422
3_M_063,Watering a plant,3,M,5.615384615384615,1.8802778909537958,2.3114754098360657,1.6786997310076766,5.3076923076923075,1.849740106484817,5.923076923076923,1.8957442216306903,2.3870967741935485,1.8014331212461316,2.2333333333333334,1.568731825465999
1_F_064,Kissing someone,1,F,7.3,1.3048233989947087,4.444444444444445,2.5001792050466447,7.380952380952381,1.321975433818287,7.2105263157894735,1.3156725094212398,4.71875,2.399386682386335,4.161290322580645,2.6089177091091296
1_M_064,Kissing someone,1,M,6.770491803278689,1.9008194954014852,4.433962264150943,2.6711380026718667,7.129032258064516,1.5862310778250641,6.4,2.1431526889785206,4.3076923076923075,2.573235018714471,4.555555555555555,2.8056719109323653
3_F_064,Kissing someone,3,F,6.596153846153846,1.9021104417803973,4.278688524590164,2.652867301248366,6.5,2.1400934559032696,6.6923076923076925,1.6677944901990944,5,2.74469184669852,3.533333333333333,2.3741907272153604
3_M_064,Kissing someone,3,M,7.068965517241379,1.7756843895866339,4.535714285714286,2.522367471709398,7.59375,1.4560081309592179,6.423076923076923,1.9426389664181434,4.535714285714286,2.426430740319232,4.535714285714286,2.6594644804455125
1_F_065,Dancing with someone,1,F,6.413793103448276,1.8451879831835392,4.696428571428571,2.3113918896484145,7.09375,1.4448880970176292,5.576923076923077,1.9631215331319027,5,2.2771001702132443,4.392857142857143,2.3466175139152434
1_M_065,Dancing with someone,1,M,6.275,1.9079791967903144,4.476190476190476,2.2494238893773186,6.428571428571429,1.8860389330930727,6.105263157894737,1.9690589078176761,4.6875,2.3201432102628994,4.258064516129032,2.1903993842141185
3_F_065,Dancing with someone,3,F,7.032786885245901,1.601740856222317,4.735849056603773,2.8833136879173913,7.129032258064516,1.9103566069169908,6.933333333333334,1.2298957997167548,4.461538461538462,2.7746101597272252,5,3.012793235010175
3_M_065,Dancing with someone,3,M,6.634615384615385,2.0582578408368852,4.590163934426229,2.5388780276618768,6.884615384615385,2.268513576365336,6.384615384615385,1.8347081092516726,5,2.3664319132398464,4.166666666666667,2.67920901005133
1_F_066,Solving a puzzle,1,F,6.639344262295082,1.6230915653493487,4.7924528301886795,2.6264811979736584,6.774193548387097,1.4308430479815009,6.5,1.8146910062806456,4.769230769230769,2.421696798654899,4.814814814814815,2.8559928495525253
1_M_066,Solving a puzzle,1,M,6.980769230769231,1.9949975145238292,3.6557377049180326,2.475784359899164,7,2.449489742783178,6.961538461538462,1.4554935721127533,3.7096774193548385,2.465678383827282,3.6,2.5270945563139744
3_F_066,Solving a puzzle,3,F,6.862068965517241,1.4683595795340598,4.089285714285714,2.3838607777704235,7.0625,1.4797013648139472,6.615384615384615,1.4443523968041343,4.535714285714286,2.4867373069671896,3.642857142857143,2.2313305400222485
3_M_066,Solving a puzzle,3,M,6.4,1.8783517051407401,3.7936507936507935,2.3011829367406094,6.619047619047619,2.0118695404073916,6.157894736842105,1.7404711333664427,4.25,2.3962336037771794,3.3225806451612905,2.1352142246028234
1_F_067,Counting money,1,F,6.125,2.17429623155726,3.873015873015873,2.386062105376079,6.190476190476191,2.2498677209793376,6.052631578947368,2.146668846027007,4.28125,2.303354846389739,3.4516129032258065,2.4336352736515985
1_M_067,Counting money,1,M,6.081967213114754,1.791601536495704,3.792452830188679,2.619149087938219,6.096774193548387,1.6803737423497476,6.066666666666666,1.9286109586656024,3.6153846153846154,2.264101112175392,3.962962962962963,2.954546450700129
3_F_067,Counting money,3,F,5.826923076923077,1.80110155668586,3.8524590163934427,2.3297787131955294,5.923076923076923,2.0183771089283966,5.730769230769231,1.5889038311412638,4.032258064516129,2.2874129632657345,3.6666666666666665,2.397316507426921
3_M_067,Counting money,3,M,5.672413793103448,1.6371555460345475,3.625,2.5122427502858153,5.75,1.6064386578049976,5.576923076923077,1.7011308455983487,3.607142857142857,2.586851163441558,3.642857142857143,2.482744683615527
1_F_068,Giving a gift to someone,1,F,6.967213114754099,1.731735286879936,4.452830188679245,2.6280003932198,7.32258064516129,1.2750711555097238,6.6,2.061134605519243,4.3076923076923075,2.445718393752327,4.592592592592593,2.831950391504593
1_M_068,Giving a gift to someone,1,M,7,1.5592859099663563,4.655737704918033,2.351490632922298,6.846153846153846,1.7132964178403627,7.153846153846154,1.405483765606924,5.419354838709677,2.277047701862905,3.8666666666666667,2.192987779787851
3_F_068,Giving a gift to someone,3,F,7.0344827586206895,1.3372597963206005,5.035714285714286,2.350739038254571,7.25,1.3198240351921795,6.769230769230769,1.335894975144147,5.142857142857143,2.4602662565076274,4.928571428571429,2.2759380878868787
3_M_068,Giving a gift to someone,3,M,6.775,2.5062741782195848,4.253968253968254,2.5963265238276123,7.0476190476190474,2.418185073070101,6.473684210526316,2.6324559942007593,4.53125,2.828248916818297,3.967741935483871,2.34497862062382
1_F_069,Making soap bubbles,1,F,6.568965517241379,1.3522180474734409,4.482142857142857,2.434532409303284,7.21875,1.0390558679754394,5.769230769230769,1.2746040109051069,5,2.638742686008426,3.9642857142857144,2.1340648547391443
1_M_069,Making soap bubbles,1,M,6.425,1.824161205202025,3.4285714285714284,1.973324407336478,6.571428571428571,1.8860389330930727,6.2631578947368425,1.7901615465016285,3.6875,2.278050949612905,3.161290322580645,1.593670275256635
3_F_069,Making soap bubbles,3,F,6.737704918032787,1.4364497826732674,3.811320754716981,2.6315877320149763,6.967741935483871,0.9481164122526288,6.5,1.7955884637172523,4.230769230769231,2.860876681126851,3.4074074074074074,2.3738845033673472
3_M_069,Making soap bubbles,3,M,6.134615384615385,2.0294773417170706,3.459016393442623,2.3844899558871653,6.153846153846154,2.2749471676029347,6.115384615384615,1.7961497282113892,4,2.422120283277993,2.9,2.2491377658238663
1_F_070,Making a toast,1,F,6.423076923076923,1.9837195588299428,3.9344262295081966,2.7499627419234636,6.461538461538462,1.9845557534273364,6.384615384615385,2.021423717619304,3.774193548387097,2.603967196661725,4.1,2.9284572848114956
1_M_070,Making a toast,1,M,6.931034482758621,1.4613388353741008,4.160714285714286,2.147106176942569,7.09375,1.352640786304403,6.730769230769231,1.5889038311412624,4.25,2.3824201824879516,4.071428571428571,1.9231257625055875
3_F_070,Making a toast,3,F,7.175,1.5833670711655223,3.873015873015873,2.2106199939855107,7.0476190476190474,1.430950400125402,7.315789473684211,1.7654911680117469,4.15625,2.259165918024015,3.5806451612903225,2.1567598158408385
3_M_070,Making a toast,3,M,6.491803278688525,1.8940516608553917,4.660377358490566,2.571615746407268,6.67741935483871,1.8865682561058414,6.3,1.914554058097945,4.538461538461538,2.4695063349709265,4.777777777777778,2.70801280154532
1_F_071,Celebrating with someone,1,F,7.163934426229508,1.8455381136573001,4.60377358490566,2.930867701929226,7.225806451612903,1.9951554228406179,7.1,1.7090025322311302,4.576923076923077,2.9688122463109976,4.62962962962963,2.950204010522612
1_M_071,Celebrating with someone,1,M,6.846153846153846,2.023243516932267,4.754098360655738,2.724308705616393,6.461538461538462,2.231246633266153,7.230769230769231,1.7506042912706976,5.451612903225806,2.618380029425565,4.033333333333333,2.6843522731632636
3_F_071,Celebrating with someone,3,F,7.137931034482759,1.8107696905883146,5.303571428571429,2.3963581676227927,7.25,1.9176598642195934,7,1.697056274847714,5.321428571428571,2.211980366743146,5.285714285714286,2.608492438983254
3_M_071,Celebrating with someone,3,M,7.35,1.2919871397311844,5.2063492063492065,2.208186602086983,7.238095238095238,1.2208506012105629,7.473684210526316,1.3891812557774839,5.46875,2.2998509769393825,4.935483870967742,2.1124312039443676
1_F_072,Playing cards,1,F,6.551724137931035,2.272431372697021,5.660714285714286,2.7121060968405124,6.59375,2.0768986649608423,6.5,2.5337718918639855,5.964285714285714,2.834733547569204,5.357142857142857,2.5993487177779278
1_M_072,Playing cards,1,M,7.025,1.8603487403971959,5.015873015873016,2.767857349321962,6.714285714285714,2.148088851580799,7.368421052631579,1.4609938138050445,4.71875,2.8763145662237584,5.32258064516129,2.6631697501810825
3_F_072,Playing cards,3,F,6.081967213114754,1.8284335916043277,4.90566037735849,2.7683940842147527,6.193548387096774,1.7780017780026662,5.966666666666667,1.9025089303036289,4.615384615384615,2.6241482134501943,5.185185185185185,2.9225520596407755
3_M_072,Playing cards,3,M,6.673076923076923,1.9068622604271463,4.360655737704918,2.75095611794182,6.730769230769231,2.1271143327558537,6.615384615384615,1.6988684016585416,4.225806451612903,2.8601827146688237,4.5,2.6749154031096203
1_F_073,Playing with the yo-yo,1,F,5.975,2.177831195926056,3.5238095238095237,2.4353389037332906,6.142857142857143,2.197401062294143,5.7894736842105265,2.200478416880723,4.125,2.5112649427934173,2.903225806451613,2.2264297085944182
1_M_073,Playing with the yo-yo,1,M,6.409836065573771,1.4648896338442243,3.3962264150943398,2.4521546462833097,6.483870967741935,1.411168965596383,6.333333333333333,1.5387709679981703,3,2.1908902300206643,3.7777777777777777,2.665063620734804
3_F_073,Playing with the yo-yo,3,F,5.769230769230769,1.6990814659851656,3.1639344262295084,2.1922616013974587,5.5,1.8814887722226779,6.038461538461538,1.4827209914415922,3.3870967741935485,2.26093519522105,2.933333333333333,2.1323992207796385
3_M_073,Playing with the yo-yo,3,M,6.103448275862069,1.4103583614826376,3.5892857142857144,2.310267876748855,6.21875,1.4752665150143482,5.961538461538462,1.3410673131731823,3.9642857142857144,2.5456155896283184,3.2142857142857144,2.024976320979853
1_F_074,Throwing confetti,1,F,5.586206896551724,2.240257525599286,4.875,2.16637527178045,5.90625,2.3329252715379987,5.1923076923076925,2.0979843806707574,5.107142857142857,2.166056080021693,4.642857142857143,2.180966243804282
1_M_074,Throwing confetti,1,M,6.725,2.012620437549272,3.507936507936508,2.2780369015746857,7.380952380952381,1.430950400125402,6,2.3333333333333335,3.5625,2.3270845667154343,3.4516129032258065,2.2633118753634665
3_F_074,Throwing confetti,3,F,6.180327868852459,1.658394773280389,4.09433962264151,2.297692412160482,6.580645161290323,1.3850197001820848,5.766666666666667,1.8323403789601473,3.9615384615384617,2.2535442171081397,4.222222222222222,2.3750843439814178
3_M_074,Throwing confetti,3,M,5.923076923076923,1.9183955085696351,3.5737704918032787,2.2170477095561307,6,2.078460969082653,5.846153846153846,1.781960890531724,3.838709677419355,2.099154975913695,3.3,2.3363691253000183
1_F_075,Eating pizza,1,F,7.725,1.8809094908635318,5.5396825396825395,2.448339772075953,7.9523809523809526,1.6575943555704598,7.473684210526316,2.117871600678158,5.9375,2.4088211545979727,5.129032258064516,2.459565483086677
1_M_075,Eating pizza,1,M,7.311475409836065,1.9624897758252342,5.773584905660377,2.81234578677359,7.67741935483871,1.8688159669372395,6.933333333333334,2.0160277319749227,5.346153846153846,2.924958908324118,6.185185185185185,2.689538665574123
3_F_075,Eating pizza,3,F,7.173076923076923,2.111789073749088,5.557377049180328,2.6803270333047946,7.269230769230769,2.2010487011003144,7.076923076923077,2.057631199667752,6.193548387096774,2.4141161921596295,4.9,2.820491519893847
3_M_075,Eating pizza,3,M,7.758620689655173,1.3804441800743965,6.053571428571429,2.4673846503913843,7.9375,1.5644745588092157,7.538461538461538,1.1038394532093618,6.214285714285714,2.4245219896521624,5.892857142857143,2.543536262681686
1_F_076,Eating cake,1,F,5.725,2.1600985257681278,4.158730158730159,2.350060735017146,5.619047619047619,2.597617956439909,5.842105263157895,1.6077298658784145,4.4375,2.3270845667154343,3.870967741935484,2.3768597698626226
1_M_076,Eating cake,1,M,6.442622950819672,2.0698195586728034,4.132075471698113,2.7458901866737877,7.032258064516129,1.8882773625316445,5.833333333333333,2.1022702561481137,3.423076923076923,2.283384801965309,4.814814814814815,3.0132660154344286
3_F_076,Eating cake,3,F,6.846153846153846,1.8083099615507692,4.39344262295082,2.782556908819597,6.769230769230769,2.025985040570483,6.923076923076923,1.5980757659905092,5.32258064516129,2.7004579460305562,3.433333333333333,2.568822799399103
3_M_076,Eating cake,3,M,6.896551724137931,1.997275821664096,4.5,2.5009089256799126,6.875,2.136472824314004,6.923076923076923,1.8530639907585902,4.785714285714286,2.657723097595395,4.214285714285714,2.346899339114592
1_F_077,Walking with someone,1,F,5.925,2.268937399550046,4.571428571428571,2.394309690497287,5.761904761904762,2.467889015024013,6.105263157894737,2.078854835456431,5.03125,2.3207948443749653,4.096774193548387,2.4132252099583447
1_M_077,Walking with someone,1,M,6.360655737704918,2.1758736703926997,4.264150943396227,2.7952634621680628,6.612903225806452,2.155263624321298,6.1,2.202662965124496,3.9615384615384617,2.8632955730174867,4.555555555555555,2.750291359856727
3_F_077,Walking with someone,3,F,6.596153846153846,2.0888087925766934,4.377049180327869,2.5440383541804126,6.3076923076923075,2.2048896710580457,6.884615384615385,1.9662537593489422,4.709677419354839,2.438490631341401,4.033333333333333,2.645534081185242
3_M_077,Walking with someone,3,M,6.758620689655173,1.5818082571447933,4.75,2.6024464015090247,7.15625,1.4167061980569235,6.269230769230769,1.6627132598904075,4.821428571428571,2.4198801841868343,4.678571428571429,2.8160067790923695
1_F_078,Having coffee with someone,1,F,6.096153846153846,1.6716742269250036,3,2.0896570691543306,5.730769230769231,1.7563073149695032,6.461538461538462,1.5292029095125155,3.096774193548387,2.0059052604693206,2.9,2.2026629651244956
1_M_078,Having coffee with someone,1,M,6.913793103448276,1.3673444971866786,4.107142857142857,2.4321974458469477,6.96875,1.447676113304443,6.846153846153846,1.2866175093572365,4.5,2.3174059571793566,3.7142857142857144,2.5218620818332553
3_F_078,Having coffee with someone,3,F,6.15,2.1667652837517477,3.015873015873016,2.011996789358558,5.9523809523809526,1.8296499795368097,6.368421052631579,2.5212546769810524,2.96875,2.1625011653921904,3.064516129032258,1.8785718666222264
3_M_078,Having coffee with someone,3,M,6.409836065573771,1.8200462373277586,3.849056603773585,2.56001972960467,6.387096774193548,1.6057691688583111,6.433333333333334,2.04574130115818,3.6538461538461537,2.296820544880382,4.037037037037037,2.8213673919066196
1_F_079,Preparing pizza dough,1,F,6.0344827586206895,1.6433333394688372,3.9642857142857144,2.4268519504927344,6.09375,1.784509962553197,5.961538461538462,1.4827209914415922,4.285714285714286,2.62265264156481,3.642857142857143,2.214669705568283
1_M_079,Preparing pizza dough,1,M,6.2,2.1025015625470584,3.7142857142857144,2.1055117486022974,5.809523809523809,2.182178902359923,6.631578947368421,1.9779486094826595,3.96875,2.055431435756682,3.4516129032258065,2.157756700486555
3_F_079,Preparing pizza dough,3,F,6.147540983606557,1.9479567549423882,3.6226415094339623,2.543667968583494,6.483870967741935,1.9641956410014336,5.8,1.9009979230520675,3.6153846153846154,2.5151846544844068,3.6296296296296298,2.6186923946026686
3_M_079,Preparing pizza dough,3,M,5.846153846153846,2.108662017792096,3.459016393442623,2.5137871196782173,5.6923076923076925,2.14977637477447,6,2.0976176963403033,4.129032258064516,2.6800738234094843,2.7666666666666666,2.1605129233480698
1_F_080,Receiving flowers from someone,1,F,7.114754098360656,2.0983990775170938,4.943396226415095,2.8176305808223843,7.548387096774194,2.0790816831383254,6.666666666666667,2.0566684364455217,5.076923076923077,2.89721351540513,4.814814814814815,2.787845005031623
1_M_080,Receiving flowers from someone,1,M,6.25,2.2393538984164474,4.311475409836065,2.32049551896829,5.846153846153846,2.327097895530958,6.653846153846154,2.115510485765698,4.903225806451613,2.241351358885638,3.7,2.2765672888561093
